Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2018-01-02,40.341888427734375,40.351258103264755,39.63931284929152,39.85008766691489,102223600
2018-01-03,40.33485794067383,40.87818470235895,40.27162871938751,40.405116204475696,118071600
2018-01-04,40.522212982177734,40.62525796148265,40.29973145330602,40.407457696409296,89738400
2018-01-05,40.98357009887695,41.07021993214265,40.52689674675764,40.618231417181505,94640000
2018-01-08,40.83134841918945,41.126428848864556,40.73298470248056,40.83134841918945,82271200
2018-01-09,40.82667541503906,40.99763450589874,40.61121929026737,40.878197920254564,86336000
2018-01-10,40.81729507446289,40.81963927994158,40.515189166880944,40.552660719700334,95839600
2018-01-11,41.04914474487305,41.0983266027859,40.86413476669079,40.887551806210006,74670800
2018-01-12,41.47304153442383,41.53627434620208,41.13580463625278,41.25992605384564,101672400
2018-01-16,41.26225280761719,42.01166583464682,41.25054250320608,41.66271877470158,118263600
2018-01-17,41.94376754760742,41.97889490055717,40.99997454785581,41.252898636063065,137547200
2018-01-18,41.98123550415039,42.177959400987746,41.74470298965363,42.00699675412406,124773600
2018-01-19,41.79386901855469,42.056162683623334,41.54796692081124,41.828996358168105,129700400
2018-01-22,41.451961517333984,41.63463089237908,41.358286197536025,41.52221979392465,108434400
2018-01-23,41.46131896972656,42.02338149170278,41.4098000560253,41.52221113102708,130756400
2018-01-24,40.800907135009766,41.52221851030546,40.5620304313799,41.510508202321624,204420400
2018-01-25,40.072574615478516,40.9718706193614,39.93674288986839,40.86882561555477,166116000
2018-01-26,40.1662483215332,40.28100362995669,39.82667080795431,40.28100362995669,156572000
2018-01-29,39.33487319946289,39.85009466611676,39.12644255085581,39.85009466611676,202561600
2018-01-30,39.10300827026367,39.196683568388686,38.571391841021125,38.76577147943991,184192800
2018-01-31,39.21073532104492,39.44727134997662,38.99293864030814,39.07958847154962,129915600
2018-02-01,39.29270935058594,39.48942965217391,39.05383265666675,39.149852175352834,188923200
2018-02-02,37.587791442871094,39.063200793643205,37.49411613346626,38.875846601349544,346375200
2018-02-05,36.64868927001953,38.37936715250379,36.533933960228474,37.259930231139656,290954000
2018-02-06,38.180301666259766,38.34189463418348,36.06554928926782,36.2599289772424,272975200
2018-02-07,37.36296081542969,38.26694136965625,37.25289394932858,38.19434247833096,206434400
2018-02-08,36.33487319946289,37.70489729452759,36.30677131393867,37.538619467044434,217562000
2018-02-09,36.77928161621094,37.12729758948295,35.328427483393604,36.934479237770304,282690400
2018-02-12,38.260711669921875,38.53818298500872,37.03794626199481,37.270742729099624,243278000
2018-02-13,38.64399719238281,38.74040817400925,38.01145216920126,38.081996877417026,130196800
2018-02-14,39.35649871826172,39.39647322333067,38.300692420481404,38.33831316239398,162579600
2018-02-15,40.67803192138672,40.70154444028651,39.73979522756888,39.925559555510134,204588800
2018-02-16,40.54635238647461,41.10835656359358,40.391158258372265,40.5298939797605,160704400
2018-02-20,40.40994644165039,40.97664704592334,40.308831533368085,40.45697504613058,135722000
2018-02-21,40.22654342651367,40.943737915034774,40.21243161204451,40.64040028293785,149886400
2018-02-22,40.562801361083984,40.903763321580946,40.37703706692749,40.39819940650478,123967600
2018-02-23,41.268245697021484,41.303516266669185,40.807356587986256,40.83792680705018,135249600
2018-02-26,42.084205627441406,42.18296681191079,41.43520202033378,41.468122415156905,152648800
2018-02-27,41.94782257080078,42.43927834665941,41.89373983071523,42.11477831809199,155712400
2018-02-28,41.88432693481445,42.472193655045075,41.86786853243593,42.15239401571747,151128400
2018-03-01,41.15066909790039,42.274669943930185,40.600426726524184,41.983086768337195,195208000
2018-03-02,41.43519592285156,41.4563582618264,40.55104215533317,40.63334492430652,153816000
2018-03-05,41.57864761352539,41.794982180244,41.037809402701654,41.200061224754215,113605600
2018-03-06,41.54335403442383,41.91488613451348,41.41637643497553,41.83493714271075,95154000
2018-03-07,41.15773010253906,41.35055213514878,40.97901988709075,41.13656775887825,126814000
2018-03-08,41.60685348510742,41.64917816458234,41.16713034853489,41.26353775891226,95096400
2018-03-09,42.32170104980469,42.32640498834735,41.71267197249416,41.84670731055642,128740800
2018-03-12,42.73085403442383,42.88840187598345,42.37578384715246,42.39459242365057,128828400
2018-03-13,42.31935501098633,43.1494226362358,42.147698911966,42.935438262301844,126774000
2018-03-14,41.959564208984375,42.44866961803414,41.81142068751684,42.401641010790506,117473600
2018-03-15,42.00895690917969,42.38284289256637,41.87257497940292,41.973686339074305,90975200
2018-03-16,41.860816955566406,42.119476175310176,41.76675612179728,42.008956938165156,157618800
2018-03-19,41.221214294433594,41.731482166558,40.835573877396754,41.696211599289306,133787200
2018-03-20,41.20710372924805,41.57393196024154,41.136559010660044,41.20710372924805,78597600
2018-03-21,40.27357482910156,41.171833324202176,40.271221065833835,41.16007527202482,148219600
2018-03-22,39.70451736450195,40.60512596898789,39.64573069596585,39.974934604546604,165963200
2018-03-23,38.785099029541016,39.95612864394828,38.785099029541016,39.596354463690304,164115200
2018-03-26,40.62630081176758,40.70389966183023,39.13782160722977,39.52111191837289,150164800
2018-03-27,39.5845947265625,41.185943183911476,39.250686842203656,40.840277246909274,163690400
2018-03-28,39.147216796875,39.979638021810935,38.8438791699243,39.32828073826218,166674000
2018-03-29,39.452911376953125,40.386444023671224,39.24598114149307,39.45996549061165,153594000
2018-04-02,39.19424819946289,39.72568201023475,38.67457602874525,39.18484391069471,150347200
2018-04-03,39.59634780883789,39.6810007539685,38.77098428485459,39.41998780548692,121112000
2018-04-04,40.35352325439453,40.44758049433387,38.74512077027734,38.770987049468715,138422000
2018-04-05,40.63335037231445,40.96960843017721,40.46404446170888,40.5816178114042,107732800
2018-04-06,39.59400177001953,40.55810106955422,39.55167349900567,40.20303085074771,140021200
2018-04-09,39.9866943359375,40.70153867662767,39.93966571674338,39.94671983021981,116070800
2018-04-10,40.73917770385742,40.915537780497495,40.33472497438512,40.68039101164406,113634400
2018-04-11,40.5486946105957,40.89671069695223,40.374684773390626,40.49931222839776,89726400
2018-04-12,40.94844055175781,41.15066682941306,40.68977778218014,40.77678448906721,91557200
2018-04-13,41.08717346191406,41.348186388918656,40.880246848218526,41.098931512114,100497200
2018-04-16,41.3434944152832,41.43049754589345,41.11069789115241,41.157726513426766,86313600
2018-04-17,41.91255187988281,42.07715386319057,41.48223295977202,41.50104512758635,106421600
2018-04-18,41.81848907470703,42.04893542855754,41.59275024765644,41.811434960615074,83018000
2018-04-19,40.63335037231445,41.242379462603296,40.60042997792192,40.8590891944193,139235200
2018-04-20,38.968505859375,40.26181252512337,38.9003113167802,40.11602274007063,261964400
2018-04-23,38.85563278198242,39.25067742200016,38.58521198830198,39.22951508515344,146062000
2018-04-24,38.31480407714844,39.111951250892595,37.910351463939506,38.956753566929045,134768000
2018-04-25,38.48176193237305,38.89797265997753,38.1901822759273,38.239561081204,113528400
2018-04-26,38.61579132080078,38.97086154573134,38.41591519078752,38.59227521560373,111852000
2018-04-27,38.16901397705078,38.64165755124664,37.77161548089102,38.56405870986155,142623200
2018-04-30,38.86033248901367,39.330625769670974,38.05613140965605,38.124325944661024,169709600
2018-05-01,39.763309478759766,39.786821996562225,38.862697162878376,39.13076426459355,214277600
2018-05-02,41.519859313964844,41.79733072959426,40.86850187543636,41.20475997282328,266157600
2018-05-03,41.595096588134766,41.73853620820341,41.01898793273085,41.357599730142326,136272800
2018-05-04,43.22702407836914,43.32578527502384,41.8960927170644,41.91490488614925,224805200
2018-05-07,43.53975296020508,44.12996973811429,43.44334197614829,43.54445330963248,169805600
2018-05-08,43.74904251098633,43.7890170178285,43.18939223908844,43.49978759299765,113611200
2018-05-09,44.05707550048828,44.06647978753421,43.55386182428417,43.86660729234394,92844800
2018-05-10,44.6872673034668,44.764866127693075,44.1252669595732,44.14643288476444,111957200
2018-05-11,44.517311096191406,44.8643098921221,44.24821035668282,44.72976132331238,104848800
2018-05-14,44.413455963134766,44.739210882507365,44.34500204625422,44.61646207780481,83115200
2018-05-15,44.00979232788086,44.15850710848081,43.69348166612134,44.090049611869624,94780800
2018-05-16,44.420536041259766,44.48663432032754,43.905941254389596,43.92246672462898,76732400
2018-05-17,44.139644622802734,44.59286690401592,43.99092976735025,44.37805735767134,69176000
2018-05-18,43.9791145324707,44.33319468202338,43.93662664343136,44.186842706146265,73190800
2018-05-21,44.290706634521484,44.67783411923844,44.12074787519311,44.378045251827345,73603200
2018-05-22,44.17976379394531,44.58577600899714,44.09006233190905,44.46774928606091,60962800
2018-05-23,44.4630241394043,44.49607147546965,43.84928378174547,43.988558042632555,80233600
2018-05-24,44.413455963134766,44.576333422821065,43.955515287613835,44.55981155401122,92936000
2018-05-25,44.514957427978516,44.76753273171379,44.29542585934396,44.43233728455796,69844000
2018-05-29,44.35443878173828,44.55508564127601,44.11130403301255,44.2836256330916,90056400
2018-05-30,44.26001739501953,44.37804410807291,44.0900586400715,44.311949436914176,74762000
2018-05-31,44.111305236816406,44.432338059704065,43.93898723392432,44.19392538167832,109931200
2018-06-01,44.90681457519531,44.91153305135482,44.31904012321889,44.375694254144754,93770000
2018-06-04,45.28211975097656,45.65744375602655,45.16881513852328,45.237269033035616,105064800
2018-06-05,45.63148880004883,45.78020361623582,45.40723875788195,45.57483828103631,86264000
2018-06-06,45.78965377807617,45.81326056721183,45.30338417776038,45.70703721988202,83734400
2018-06-07,45.66690444946289,45.84158170653918,45.402522122123386,45.82741907508867,85388800
2018-06-08,45.25143814086914,45.32225488450402,44.79585678682235,45.12633012126618,106627200
2018-06-11,45.1404914855957,45.31517230141845,44.899719606624075,45.16882034338992,73234000
